id;client_id;card_brand;card_type;card_number;expires;cvv;has_chip;num_cards_issued;credit_limit;acct_open_date;year_pin_last_changed;card_on_dark_web
4271;575;Visa;Debit;4,81668E+15;jan/23;757;YES;1;$24546;ago/08;2010;No
369;575;Mastercard;Debit;5,31395E+15;set/18;764;YES;1;$25121;jan/18;2018;No
3663;575;Discover;Credit;6,73396E+15;set/22;878;YES;1;$17000;jul/01;2018;No
5278;575;Visa;Credit;4,50695E+15;mai/23;476;YES;2;$6800;out/13;2013;No
4360;575;Mastercard;Credit;5,8914E+15;dez/13;198;YES;2;$15100;ago/11;2011;No
3842;428;Mastercard;Credit;5,47923E+15;set/13;276;YES;1;$14300;jul/08;2008;No
1351;428;Amex;Credit;3,40214E+14;nov/24;108;YES;2;$8800;fev/15;2015;No
3126;828;Visa;Credit;4,07359E+15;mai/23;635;YES;2;$4100;mai/12;2012;No
4235;828;Amex;Credit;3,5492E+14;ago/21;795;YES;1;$9500;ago/08;2016;No
3767;828;Mastercard;Credit;5,56901E+15;jun/10;780;YES;1;$8500;jul/06;2011;No
1829;1580;Visa;Debit;4,69969E+15;mai/23;5;NO;2;$21741;fev/20;2020;No
1830;1580;Visa;Debit;4,74874E+15;set/20;974;YES;1;$1741;fev/20;2020;No
1558;1570;Mastercard;Debit (Prepaid);5,94198E+15;abr/21;756;YES;2;$74;fev/20;2020;No
1831;1570;Visa;Credit;4,22497E+15;fev/24;389;NO;1;$8700;fev/20;2020;No
534;1570;Mastercard;Debit (Prepaid);5,51503E+15;mar/24;311;YES;1;$63;jan/20;2020;No
221;846;Amex;Credit;3,71625E+14;out/22;297;YES;2;$18400;jan/10;2015;No
2789;846;Visa;Credit;4,68203E+15;dez/22;219;YES;2;$9700;abr/19;2019;No
3886;846;Mastercard;Credit;5,43715E+15;jan/22;853;YES;1;$13800;jul/09;2017;No
3443;846;Visa;Credit;4,51807E+15;jun/20;429;YES;2;$0;jun/09;2011;No
1244;666;Visa;Debit;4,4222E+15;out/20;852;YES;2;$22501;fev/10;2010;No
4838;335;Visa;Debit;4,68051E+15;set/13;217;YES;2;$25307;set/12;2012;No
5131;335;Visa;Debit;4,4148E+15;jun/20;833;YES;1;$23401;out/08;2011;No
353;335;Mastercard;Debit;5,03938E+15;jul/20;830;YES;1;$34385;jan/16;2016;No
5016;639;Visa;Debit;4,2016E+15;jan/23;380;YES;2;$15485;out/04;2010;No
129;639;Mastercard;Debit;5,90312E+15;nov/22;939;NO;3;$14156;jan/07;2018;No
4877;639;Visa;Credit;4,43352E+15;nov/21;303;YES;2;$12400;set/14;2014;No
4833;639;Mastercard;Debit;5,65338E+15;mai/24;280;YES;2;$14850;set/12;2012;No
3673;386;Mastercard;Debit;5,63953E+15;out/23;126;YES;1;$25093;jul/02;2006;No
535;886;Mastercard;Debit;5,28395E+15;jan/20;201;NO;1;$19991;jan/20;2020;No
536;297;Mastercard;Debit (Prepaid);5,87677E+15;set/22;942;YES;2;$29;jan/20;2020;No
1832;1860;Visa;Debit;4,78657E+15;ago/23;592;YES;2;$28422;fev/20;2020;No
1833;1860;Visa;Credit;4,06121E+15;fev/20;148;YES;1;$10100;fev/20;2020;No
4244;1860;Mastercard;Debit (Prepaid);5,56577E+15;dez/23;119;YES;2;$40;ago/08;2018;No
211;581;Visa;Debit;4,56602E+15;ago/20;490;YES;1;$12589;jan/09;2011;No
2320;581;Visa;Debit;4,99748E+15;set/23;51;YES;2;$11885;mar/13;2013;No
3691;581;Mastercard;Debit;5,5726E+15;mar/24;642;YES;1;$18820;jul/03;2008;No
4615;1910;Visa;Debit;4,1012E+15;jun/20;810;YES;2;$8562;set/06;2008;No
5505;1910;Visa;Debit;4,15303E+15;mai/22;614;YES;1;$5933;nov/07;2009;No
3242;1910;Visa;Debit (Prepaid);4,22717E+15;out/24;319;YES;2;$33;jun/02;2018;No
3288;1910;Mastercard;Debit;5,46578E+15;ago/21;490;YES;1;$10764;jun/05;2007;No
1559;731;Mastercard;Credit;5,44835E+15;jun/20;592;YES;1;$8900;fev/20;2020;No
5659;731;Visa;Debit;4,77819E+15;jan/24;74;YES;2;$6781;nov/11;2011;No
802;731;Visa;Debit;4,51457E+15;jan/20;377;YES;2;$12116;jan/20;2020;No
1111;21;Mastercard;Debit;5,96211E+15;ago/21;615;YES;2;$21131;fev/07;2007;No
2745;21;Mastercard;Debit;5,97748E+15;jun/15;815;YES;2;$13383;abr/15;2015;No
4769;21;Mastercard;Debit (Prepaid);5,49156E+15;mai/23;226;YES;1;$58;set/10;2010;No
5777;273;Discover;Credit;6,37533E+15;fev/21;523;YES;2;$14600;dez/02;2008;No
397;63;Amex;Credit;3,56227E+14;jan/20;792;NO;1;$6600;jan/20;2020;No
2805;63;Visa;Debit;4,12893E+15;jun/20;827;YES;1;$23806;mai/99;2008;No
60;63;Visa;Debit;4,84037E+15;nov/22;357;YES;2;$17082;jan/04;2011;No
5489;63;Mastercard;Debit;5,57347E+15;set/24;258;YES;1;$16422;nov/07;2011;No
4632;63;Mastercard;Debit;5,56643E+15;abr/24;6;YES;1;$15353;set/07;2011;No
4067;63;Mastercard;Debit (Prepaid);5,57019E+15;jul/24;610;YES;1;$66;jul/18;2018;No
537;786;Mastercard;Debit;5,36034E+15;jul/24;985;YES;2;$7221;jan/20;2020;No
1834;786;Visa;Debit;4,89218E+15;jul/22;846;YES;2;$21032;fev/20;2020;No
538;1886;Mastercard;Credit;5,43774E+15;set/22;676;YES;1;$11900;jan/20;2020;No
803;1886;Visa;Debit;4,06451E+15;fev/20;861;YES;2;$15328;jan/20;2020;No
270;103;Mastercard;Debit;5,59305E+15;fev/20;697;YES;1;$15023;jan/11;2011;No
5113;103;Mastercard;Credit;5,02747E+15;mar/23;841;YES;2;$8500;out/08;2008;No
3930;103;Mastercard;Debit;5,26016E+15;dez/14;234;YES;2;$17667;jul/10;2011;No
110;103;Visa;Debit;4,89125E+15;abr/23;860;YES;2;$20549;jan/06;2007;No
967;103;Mastercard;Debit;5,99854E+15;nov/09;863;YES;1;$1738;fev/99;2007;No
5681;1193;Visa;Debit;4,93338E+15;nov/20;961;YES;1;$34013;nov/12;2012;No
4023;1193;Mastercard;Debit;5,89619E+15;dez/22;194;YES;1;$38290;jul/14;2014;No
5962;1193;Mastercard;Debit;5,42924E+15;dez/18;151;YES;1;$17718;dez/09;2010;No
4533;1193;Mastercard;Debit;5,48537E+15;jan/20;442;NO;1;$25878;set/03;2009;No
2963;1193;Mastercard;Debit;5,77111E+15;mar/13;600;YES;1;$22858;mai/08;2010;No
5881;585;Mastercard;Debit;5,03557E+15;set/24;348;NO;1;$19913;dez/07;2010;No
1560;1532;Mastercard;Debit;5,14672E+15;jun/22;597;YES;1;$18648;fev/20;2020;No
3215;1958;Mastercard;Debit;5,62289E+15;jan/23;818;YES;1;$9676;jun/00;2009;No
3680;1958;Visa;Credit;4,09065E+15;jul/24;347;YES;2;$4900;jul/02;2004;No
1283;1958;Visa;Debit (Prepaid);4,01549E+15;abr/23;455;YES;1;$62;fev/11;2011;No
3578;1958;Mastercard;Debit;5,33137E+15;ago/20;392;YES;1;$17957;jun/14;2014;No
3843;1958;Mastercard;Credit;5,12016E+15;out/23;69;YES;2;$13100;jul/08;2008;No
4594;744;Discover;Credit;6,90747E+15;jan/21;78;YES;1;$10700;set/06;2017;No
5720;744;Amex;Credit;3,97876E+14;abr/22;283;YES;1;$14400;nov/16;2016;No
4571;744;Amex;Credit;3,20875E+14;ago/21;637;YES;1;$20400;set/05;2016;No
4158;744;Mastercard;Debit;5,21612E+15;dez/24;938;YES;2;$1816;ago/05;2009;No
2849;744;Amex;Credit;3,88895E+14;nov/09;475;YES;2;$2200;mai/04;2008;No
4140;1836;Visa;Credit;4,47721E+15;jan/20;510;YES;2;$4600;ago/04;2011;No
2450;477;Visa;Debit (Prepaid);4,83243E+15;dez/22;771;YES;2;$91;abr/03;2015;No
2692;477;Mastercard;Credit;5,57336E+15;fev/24;39;NO;2;$14400;abr/12;2012;No
1064;477;Visa;Debit;4,99088E+15;set/07;717;YES;1;$18647;fev/05;2007;No
4168;477;Visa;Credit;4,2057E+15;out/20;715;YES;1;$18100;ago/05;2008;No
3419;477;Mastercard;Debit (Prepaid);5,45285E+15;abr/20;510;YES;2;$35;jun/09;2009;No
1835;1713;Visa;Debit;4,798E+15;abr/23;439;YES;1;$19079;fev/20;2020;No
804;1506;Visa;Debit;4,14617E+15;fev/20;127;YES;1;$10686;jan/20;2020;No
1836;1506;Visa;Debit;4,17028E+15;fev/21;886;YES;2;$30000;fev/20;2020;No
3706;357;Visa;Debit;4,90801E+15;jul/21;30;YES;1;$41221;jul/03;2011;No
2085;357;Mastercard;Debit;5,56561E+15;jul/24;214;YES;1;$29170;mar/05;2006;No
5481;357;Discover;Credit;6,19401E+15;abr/22;513;YES;3;$19800;nov/07;2011;No
2832;357;Visa;Credit;4,22779E+15;abr/22;326;YES;2;$14500;mai/02;2007;No
4883;535;Mastercard;Credit;5,44997E+15;jun/24;172;YES;2;$12200;set/15;2015;No
1085;778;Mastercard;Debit;5,72626E+15;mar/22;675;YES;2;$1500;fev/06;2018;No
3228;778;Visa;Credit;4,36742E+15;ago/14;163;NO;1;$13700;jun/01;2005;No
539;778;Mastercard;Debit;5,10336E+15;set/23;3;YES;2;$15895;jan/20;2020;No
1837;950;Visa;Credit;4,98933E+15;abr/20;250;YES;1;$3000;fev/20;2020;No
2562;1080;Mastercard;Debit;5,65755E+15;jun/21;692;YES;1;$1470;abr/08;2008;No
5844;1080;Visa;Credit;4,59097E+15;dez/23;836;YES;2;$5500;dez/05;2010;No
1838;1197;Visa;Debit;4,32053E+15;dez/21;275;YES;2;$4326;fev/20;2020;No
1839;1197;Visa;Credit;4,71335E+15;mai/23;290;YES;2;$13600;fev/20;2020;No
540;1197;Mastercard;Debit;5,08349E+15;jan/22;232;YES;1;$37002;jan/20;2020;No
4689;711;Visa;Debit;4,46002E+15;jan/20;704;YES;2;$9562;set/08;2011;No
3995;1731;Mastercard;Debit;5,87275E+15;set/20;772;YES;1;$18244;jul/12;2012;No
4888;1731;Visa;Debit (Prepaid);4,662E+15;set/23;924;YES;2;$81;set/15;2015;No
34;1731;Amex;Credit;3,75954E+14;dez/22;888;YES;1;$13700;jan/03;2017;No
5930;1731;Mastercard;Credit;5,22576E+15;jun/20;627;YES;1;$6000;dez/08;2010;No
2797;1731;Mastercard;Debit;5,54335E+15;nov/24;275;YES;1;$16409;mai/98;2008;No
4616;1731;Visa;Debit;4,6013E+15;mar/22;652;YES;2;$15822;set/06;2009;No
5810;451;Mastercard;Debit;5,23807E+15;set/23;266;YES;2;$1447;dez/04;2010;No
3768;451;Mastercard;Credit;5,18709E+15;mai/20;843;YES;3;$6600;jul/06;2010;No
3786;1290;Visa;Credit;4,60308E+15;out/09;377;YES;1;$15700;jul/06;2011;No
3629;1290;Mastercard;Debit;5,58807E+15;jan/21;208;YES;2;$26704;jun/18;2018;No
2530;1817;Mastercard;Debit;5,68658E+15;dez/24;666;YES;2;$43033;abr/07;2013;No
1444;56;Discover;Credit;6,65855E+15;fev/24;578;YES;1;$5800;fev/20;2020;No
805;56;Visa;Credit;4,60967E+15;jul/23;820;YES;1;$6900;jan/20;2020;No
4949;1383;Mastercard;Debit;5,02729E+15;fev/22;118;YES;1;$17432;out/01;2014;No
3146;1915;Mastercard;Debit;5,93765E+15;dez/24;903;YES;1;$34453;mai/14;2014;No
4116;1915;Mastercard;Credit;5,89251E+15;abr/23;771;YES;1;$14800;ago/03;2018;No
5031;1915;Visa;Debit;4,75069E+15;fev/21;667;YES;1;$2603;out/05;2012;No
2113;1915;Mastercard;Debit;5,40985E+15;out/23;832;YES;2;$11568;mar/06;2008;No
3229;1882;Visa;Debit;4,84839E+15;jan/24;918;YES;1;$35943;jun/01;2009;No
2672;1882;Discover;Credit;6,50437E+15;jan/19;580;YES;1;$13600;abr/11;2011;No
5882;1882;Mastercard;Debit;5,96454E+15;mar/22;245;YES;2;$8671;dez/07;2009;No
3556;1467;Visa;Debit;4,4799E+15;dez/24;411;YES;1;$24498;jun/12;2012;No
5132;1791;Visa;Debit;4,27028E+15;set/20;51;YES;1;$21751;out/08;2008;No
2215;1791;Mastercard;Debit;5,3248E+15;nov/22;746;YES;3;$18021;mar/09;2009;No
4587;1791;Visa;Debit;4,51069E+15;jan/23;713;YES;2;$7830;set/05;2010;No
2142;447;Mastercard;Debit;5,34529E+15;dez/21;888;YES;2;$17980;mar/07;2007;No
4617;447;Visa;Credit;4,65976E+15;jan/24;764;YES;2;$9000;set/06;2008;No
5405;447;Mastercard;Debit;5,35779E+15;jul/12;544;YES;1;$16034;nov/04;2013;No
3692;447;Mastercard;Debit;5,62533E+15;dez/22;428;YES;2;$323;jul/03;2009;No
3865;447;Visa;Debit;4,60747E+15;jun/21;388;YES;1;$6611;jul/08;2008;No
4967;1640;Mastercard;Debit;5,59298E+15;jun/23;696;YES;1;$14231;out/02;2010;No
5171;1640;Visa;Credit;4,89742E+15;jan/19;363;YES;1;$11400;out/09;2009;No
1065;1640;Visa;Credit;4,53313E+15;out/21;612;YES;2;$5900;fev/05;2009;No
4795;636;Visa;Debit;4,71199E+15;abr/22;577;YES;1;$3915;set/10;2010;No
3420;636;Mastercard;Debit;5,89822E+15;ago/22;295;YES;2;$8882;jun/09;2015;No
4361;636;Mastercard;Debit;5,67361E+15;fev/20;990;YES;1;$1218;ago/11;2012;No
284;636;Visa;Debit;4,07149E+15;jul/20;498;YES;1;$12057;jan/11;2018;No
4169;782;Visa;Debit;4,31042E+15;jan/23;18;YES;2;$13435;ago/05;2008;No
3051;782;Mastercard;Debit;5,8631E+15;mar/24;62;NO;2;$13055;mai/10;2010;No
2216;782;Mastercard;Debit (Prepaid);5,65952E+15;out/20;634;YES;2;$85;mar/09;2011;No
29;316;Visa;Credit;4,935E+15;abr/21;547;YES;3;$1200;jan/02;2011;No
2038;316;Visa;Credit;4,33181E+15;jan/23;448;YES;2;$10500;mar/02;2010;No
4125;316;Amex;Credit;3,83177E+14;out/21;459;YES;2;$9300;ago/04;2008;No
5857;316;Mastercard;Debit;5,6033E+15;jun/21;386;YES;1;$14056;dez/06;2008;No
1211;1192;Mastercard;Debit;5,30341E+15;out/23;305;YES;1;$2001;fev/10;2018;No
541;787;Mastercard;Debit (Prepaid);5,53683E+15;nov/24;829;YES;1;$80;jan/20;2020;No
1561;787;Mastercard;Credit;5,73614E+15;fev/20;332;YES;1;$19500;fev/20;2020;No
1562;251;Mastercard;Debit;5,1797E+15;jan/22;41;YES;1;$14797;fev/20;2020;No
806;251;Visa;Debit;4,26304E+15;abr/21;719;YES;1;$14420;jan/20;2020;No
1563;1351;Mastercard;Credit;5,25034E+15;fev/20;728;YES;2;$13600;fev/20;2020;No
3769;490;Mastercard;Debit;5,30237E+15;set/24;368;YES;2;$3013;jul/06;2006;No
5963;490;Mastercard;Debit;5,27721E+15;mai/24;589;YES;1;$22304;dez/09;2010;No
176;490;Visa;Debit;4,65427E+15;out/21;929;YES;3;$30242;jan/08;2013;No
5133;490;Visa;Debit;4,04859E+15;jul/19;741;YES;1;$12948;out/08;2008;No
1564;1935;Mastercard;Debit;5,67733E+15;out/20;768;YES;1;$20695;fev/20;2020;No
542;1935;Mastercard;Debit;5,70816E+15;jan/20;148;YES;2;$23716;jan/20;2020;No
1840;1935;Visa;Debit;4,1723E+15;mai/20;477;YES;1;$17223;fev/20;2020;No
4601;387;Mastercard;Debit (Prepaid);5,95499E+15;nov/15;200;YES;2;$49;set/06;2010;No
3103;869;Visa;Debit;4,70541E+15;abr/22;542;YES;2;$19792;mai/11;2011;No
3104;869;Visa;Debit (Prepaid);4,75161E+15;set/24;600;YES;2;$76;mai/11;2011;No
4405;869;Mastercard;Debit;5,17602E+15;out/23;444;YES;1;$19811;ago/13;2013;No
3517;869;Mastercard;Debit;5,73756E+15;nov/20;462;YES;2;$17602;jun/11;2011;No
5490;869;Mastercard;Debit (Prepaid);5,70904E+15;abr/21;579;YES;1;$96;nov/07;2011;No
1565;1865;Mastercard;Credit;5,57157E+15;jan/23;845;YES;2;$36900;fev/20;2020;No
1841;268;Visa;Debit;4,77214E+15;fev/20;231;YES;2;$14263;fev/20;2020;No
1566;268;Mastercard;Debit;5,45828E+15;fev/20;671;YES;2;$3013;fev/20;2020;No
543;268;Mastercard;Debit;5,17184E+15;dez/23;998;YES;2;$17789;jan/20;2020;No
6067;1124;Mastercard;Debit;5,12856E+15;mar/21;199;YES;1;$7184;dez/12;2012;No
5437;1124;Visa;Debit (Prepaid);4,89118E+15;mai/22;936;YES;1;$62;nov/05;2007;No
4130;1124;Mastercard;Credit;5,25281E+15;mar/23;635;YES;2;$8300;ago/04;2018;No
1245;721;Visa;Credit;4,02441E+15;abr/22;865;YES;1;$11900;fev/10;2014;No
3949;721;Visa;Credit;4,47256E+15;dez/18;194;NO;2;$2000;jul/10;2010;No
4426;721;Mastercard;Debit;5,86995E+15;set/23;672;YES;2;$12827;ago/14;2014;No
2563;721;Mastercard;Credit;5,93327E+15;set/10;730;YES;1;$10800;abr/08;2012;No
3361;721;Visa;Debit;4,09336E+15;jun/21;202;YES;1;$8400;jun/07;2008;No
4377;721;Visa;Credit;4,65043E+15;out/11;741;YES;2;$6700;ago/11;2011;No
158;813;Mastercard;Debit;5,18837E+15;out/21;649;YES;2;$13417;jan/08;2008;No
2587;152;Visa;Debit (Prepaid);4,74551E+15;out/21;371;YES;2;$60;abr/08;2009;No
2848;152;Visa;Credit;4,36194E+15;mar/21;649;YES;1;$10300;mai/03;2016;No
1401;152;Amex;Credit;3,53042E+14;jun/21;896;YES;2;$4900;fev/20;2020;No
4272;1896;Visa;Debit;4,77232E+15;dez/15;104;YES;2;$9073;ago/08;2012;No
2944;1896;Visa;Debit;4,22297E+15;jul/23;816;YES;2;$19635;mai/07;2018;No
1124;1896;Visa;Debit;4,74838E+15;fev/20;425;YES;1;$21207;fev/07;2007;No
4974;1896;Visa;Credit;4,46836E+15;dez/23;955;YES;1;$14000;out/02;2008;No
4529;1896;Discover;Credit;6,77175E+15;nov/12;841;NO;1;$14400;set/03;2011;No
1567;1028;Mastercard;Debit (Prepaid);5,81149E+15;jun/20;355;YES;1;$72;fev/20;2020;No
139;1028;Visa;Credit;4,83866E+15;jan/21;654;YES;1;$24600;jan/07;2011;No
2878;1028;Mastercard;Debit;5,15462E+15;mai/22;7;YES;1;$43289;mai/05;2017;No
2564;1028;Mastercard;Debit;5,24999E+15;fev/24;844;YES;2;$16475;abr/08;2009;No
342;1028;Amex;Credit;3,55983E+14;out/23;647;NO;2;$14600;jan/15;2015;No
544;922;Mastercard;Debit (Prepaid);5,07047E+15;jan/20;783;YES;2;$28;jan/20;2020;No
4770;549;Mastercard;Credit;5,04526E+15;dez/22;83;NO;1;$12600;set/10;2012;No
98;549;Mastercard;Debit;5,23142E+15;jan/17;865;YES;2;$15416;jan/06;2014;No
4467;549;Amex;Credit;3,05359E+14;fev/20;712;YES;2;$7100;ago/18;2018;No
2588;549;Visa;Credit;4,32109E+15;mai/23;450;YES;2;$16200;abr/08;2013;No
5459;565;Mastercard;Debit;5,34551E+15;fev/20;181;YES;1;$17689;nov/06;2006;No
1314;565;Mastercard;Debit;5,12254E+15;nov/20;15;NO;1;$18090;fev/13;2013;No
4071;565;Visa;Debit;4,12565E+15;set/24;385;NO;1;$16080;jul/18;2018;No
3175;565;Mastercard;Debit;5,97122E+15;ago/24;849;NO;1;$17599;mai/16;2016;No
5829;1980;Mastercard;Debit;5,95093E+15;nov/23;808;YES;2;$12224;dez/05;2006;No
545;1494;Mastercard;Debit;5,54856E+15;set/24;20;YES;1;$8998;jan/20;2020;No
3579;1494;Mastercard;Debit;5,97584E+15;set/24;596;YES;2;$10726;jun/14;2014;No
1842;1494;Visa;Credit;4,00113E+15;fev/20;545;YES;1;$6300;fev/20;2020;No
2340;1494;Discover;Credit;6,25666E+15;jan/20;723;YES;2;$4400;mar/15;2015;No
5830;1809;Mastercard;Debit;5,98396E+15;mar/20;398;YES;2;$18089;dez/05;2013;No
2114;1809;Mastercard;Debit;5,26746E+15;abr/20;482;YES;1;$10683;mar/06;2009;No
4026;1809;Visa;Credit;4,99355E+15;mai/21;872;YES;1;$14600;jul/14;2014;No
370;1809;Mastercard;Debit (Prepaid);5,65482E+15;jan/19;842;YES;1;$94;jan/18;2018;No
1338;1809;Mastercard;Debit;5,39689E+15;ago/24;7;YES;1;$27308;fev/14;2014;No
3866;1809;Visa;Credit;4,63891E+15;jan/22;730;YES;1;$17900;jul/08;2008;No
2981;637;Visa;Debit;4,71037E+15;dez/22;979;YES;1;$26410;mai/08;2011;No
3745;637;Visa;Credit;4,66865E+15;out/11;262;YES;2;$28600;jul/05;2011;No
2115;637;Mastercard;Debit;5,86164E+15;out/19;253;YES;2;$41057;mar/06;2010;No
3078;637;Visa;Debit;4,76999E+15;ago/12;572;YES;2;$3864;mai/10;2015;No
1402;1770;Amex;Credit;3,60626E+14;jun/22;933;YES;1;$8400;fev/20;2020;No
6054;1770;Visa;Debit;4,35743E+15;mai/22;368;YES;1;$5024;dez/11;2012;No
1843;1770;Visa;Debit;4,02609E+15;set/23;100;YES;2;$10607;fev/20;2020;No
5264;1770;Visa;Credit;4,90848E+15;dez/17;597;YES;1;$0;out/12;2012;No
4427;527;Mastercard;Credit;5,04864E+15;set/15;671;YES;2;$10500;ago/14;2014;No
546;1139;Mastercard;Debit;5,98667E+15;dez/21;654;YES;2;$19185;jan/20;2020;No
177;1459;Visa;Credit;4,38238E+15;mai/20;622;NO;2;$7100;jan/08;2011;No
3147;1459;Mastercard;Credit;5,89099E+15;ago/14;901;YES;1;$4000;mai/14;2014;No
3383;1459;Mastercard;Debit;5,19743E+15;ago/23;239;NO;2;$12708;jun/08;2008;No
352;1544;Amex;Credit;3,9118E+14;fev/22;329;YES;2;$4400;jan/16;2016;No
3137;1544;Visa;Debit;4,87518E+15;jan/20;251;YES;1;$16017;mai/13;2013;No
547;1174;Mastercard;Debit;5,8602E+15;ago/24;281;YES;2;$2066;jan/20;2020;No
6040;112;Mastercard;Debit;5,6407E+15;mai/20;931;YES;1;$16320;dez/11;2011;No
4398;112;Visa;Debit;4,9928E+15;dez/23;569;YES;2;$13060;ago/12;2012;No
1134;112;Amex;Credit;3,02014E+14;mar/22;649;YES;2;$8900;fev/08;2015;No
4339;112;Visa;Debit;4,6301E+15;jun/21;412;YES;2;$10517;ago/10;2014;No
3470;112;Mastercard;Debit;5,37428E+15;dez/24;56;NO;2;$13245;jun/10;2012;No
5378;369;Mastercard;Debit (Prepaid);5,4468E+15;jan/23;445;YES;1;$90;nov/02;2009;No
2779;369;Mastercard;Debit (Prepaid);5,15627E+15;dez/23;637;YES;1;$72;abr/18;2018;No
2982;369;Visa;Debit;4,29495E+15;abr/13;826;YES;1;$18280;mai/08;2011;No
2443;369;Mastercard;Credit;5,14632E+15;nov/21;990;NO;1;$13600;abr/03;2012;No
2889;994;Visa;Debit;4,9929E+15;mai/21;759;YES;1;$12778;mai/05;2010;No
4008;994;Mastercard;Debit;5,10531E+15;jul/21;820;YES;1;$12917;jul/13;2013;No
50;994;Mastercard;Credit;5,31376E+15;ago/07;767;YES;2;$6000;jan/04;2010;No
3243;994;Visa;Debit;4,70066E+15;jun/23;777;YES;2;$8874;jun/02;2012;No
3904;994;Visa;Debit;4,58027E+15;set/15;809;YES;2;$4322;jul/09;2013;No
3734;994;Mastercard;Debit;5,48932E+15;mai/24;649;YES;1;$9219;jul/05;2008;No
5367;994;Mastercard;Debit;5,46575E+15;set/21;326;YES;1;$6088;nov/01;2005;No
1403;1592;Amex;Credit;3,5752E+14;jan/22;371;YES;2;$20800;fev/20;2020;No
1844;1592;Visa;Credit;4,34687E+15;nov/20;171;YES;2;$12700;fev/20;2020;No
1845;1592;Visa;Debit (Prepaid);4,65635E+15;fev/20;733;YES;2;$76;fev/20;2020;No
3346;1029;Mastercard;Debit;5,04403E+15;abr/12;274;YES;2;$12760;jun/07;2009;No
5285;1029;Discover;Credit;6,30361E+15;set/21;328;YES;1;$3600;out/14;2014;No
3471;1029;Mastercard;Debit;5,98692E+15;set/23;114;NO;2;$15894;jun/10;2010;No
1846;1680;Visa;Credit;4,04195E+15;set/20;531;YES;2;$11500;fev/20;2020;No
5325;1680;Visa;Debit;4,63255E+15;ago/23;330;YES;2;$21439;out/17;2017;No
5460;1052;Mastercard;Debit;5,00007E+15;out/18;388;YES;1;$32165;nov/06;2014;No
3651;1052;Mastercard;Debit;5,75009E+15;set/24;433;YES;2;$12346;jul/98;2006;No
3273;494;Mastercard;Credit;5,44564E+15;out/21;265;YES;2;$13500;jun/04;2014;No
2333;494;Visa;Credit;4,63319E+15;jul/23;779;YES;2;$12700;mar/14;2014;No
1847;494;Visa;Debit;4,57808E+15;jan/24;45;YES;1;$29335;fev/20;2020;No
2890;94;Visa;Debit;4,04484E+15;jul/23;113;YES;1;$16962;mai/05;2010;No
3313;94;Mastercard;Debit;5,46892E+15;mai/07;571;YES;2;$17007;jun/06;2009;No
3931;425;Mastercard;Debit;5,55136E+15;fev/21;192;YES;1;$43673;jul/10;2011;No
6133;425;Mastercard;Debit;5,3099E+15;fev/20;972;YES;1;$43973;dez/17;2017;No
4447;425;Mastercard;Debit;5,29305E+15;mai/18;166;YES;1;$28069;ago/15;2015;No
5149;425;Mastercard;Debit;5,79585E+15;nov/23;426;YES;1;$30366;out/09;2009;No
2492;1720;Visa;Debit;4,06355E+15;mai/20;737;YES;2;$1241;abr/05;2014;No
2642;1699;Mastercard;Debit (Prepaid);5,89906E+15;jan/20;49;YES;1;$70;abr/10;2010;No
2204;1699;Visa;Debit;4,69532E+15;ago/22;519;YES;1;$60610;mar/08;2008;No
4245;1699;Mastercard;Debit;5,38467E+15;mai/22;508;YES;1;$50961;ago/08;2010;No
4437;1699;Visa;Debit;4,91355E+15;out/20;412;YES;1;$31896;ago/14;2014;No
5043;1699;Amex;Credit;3,68846E+14;out/13;144;YES;1;$30500;out/06;2007;No
5593;1699;Amex;Credit;3,0405E+14;out/15;923;YES;2;$19300;nov/10;2010;No
1018;1699;Mastercard;Credit;5,78232E+15;jun/06;758;YES;1;$24600;fev/03;2013;No
2922;1495;Amex;Credit;3,24324E+14;jul/16;548;YES;1;$15700;mai/07;2013;No
4941;1495;Visa;Debit (Prepaid);4,98039E+15;ago/22;222;YES;2;$22;out/99;2016;No
2071;1495;Visa;Credit;4,4558E+15;mai/07;651;YES;1;$3100;mar/04;2011;No
3531;1495;Visa;Debit;4,21134E+15;abr/19;108;YES;1;$42241;jun/11;2012;No
5767;1495;Visa;Debit;4,12679E+15;jul/20;502;YES;1;$25497;dez/00;2012;No
1568;1495;Mastercard;Debit;5,5455E+15;fev/20;42;YES;1;$28188;fev/20;2020;No
2099;1495;Visa;Credit;4,76371E+15;abr/20;329;NO;2;$14300;mar/05;2012;No
548;1005;Mastercard;Debit;5,29781E+15;nov/20;436;YES;2;$12035;jan/20;2020;No
1569;439;Mastercard;Credit;5,33202E+15;fev/20;171;YES;2;$10800;fev/20;2020;No
2762;439;Mastercard;Debit;5,42706E+15;mai/20;439;NO;1;$16332;abr/16;2016;No
5172;1285;Visa;Debit;4,11445E+15;dez/21;613;YES;2;$6724;out/09;2011;No
3216;1285;Mastercard;Debit;5,60777E+15;dez/23;609;YES;2;$20933;jun/00;2014;No
2180;1973;Mastercard;Debit;5,90531E+15;ago/20;400;YES;1;$25253;mar/08;2008;No
1284;1973;Visa;Debit;4,17548E+15;abr/21;147;YES;2;$13202;fev/11;2011;No
2342;1973;Mastercard;Debit (Prepaid);5,36886E+15;mar/20;207;YES;2;$78;mar/15;2015;No
